name,price,status,shipping,free_returns,items_sold
Le geant enfoui (Folio) (French Edition) By Kazuo Ishiguro,7500,Pre-Owned,0,False,
The Remains of the Day,409,Brand New,395,False,
"MOBY DICK, GREAT EXPECTATIONS, MADAME BOVARY, MIDDLEMARCH +3 (7 Penguin Classic)",11000,New (Other),0,True,
"When We Were Orphans: A Novel - Paperback By Ishiguro, Kazuo - ACCEPTABLE",386,Pre-Owned,0,True,
"The Remains of the Day by Ishiguro, Kazuo",500,Pre-Owned,0,True,
"When We Were Orphans: A Novel by Ishiguro, Kazuo",500,Pre-Owned,0,True,
Never Let Me Go by Kazuo Ishiguro: Used,800,Pre-Owned,449,False,
"The Remains of the Day, Kazuo Ishiguro, PB Very Good 9780679731726",700,Pre-Owned,449,False,
"New ListingVintage International Ser.: The Remains of the Day by Kazuo Ishiguro (1990,...",540,Brand New,416,False,
Vintage International Ser.: When We Were Orphans : A Novel by Kazuo Ishiguro,500,New (Other),349,False,
"When We Were Orphans, Ishiguro, Kazuo",819,Pre-Owned,0,False,
Klara and the Sun: A Novel - Kazuo Ishiguro [Random House Large Print] LIKE NEW,1004,New (Other),0,False,
The Remains of the Day Hardcover Kazuo Ishiguro,813,Pre-Owned,0,False,
Kazuo Ishiguro Never Let Me Go (Paperback) ,1361,Brand New,0,False,
"Klara and the Sun, Kazuo Ishiguro, First Edition, Knopf 2021 Hardcover",1299,New (Other),499,True,
Klara and the Sun: A novel HARDCOVER 2021 by Kazuo Ishiguro,2047,New (Other),589,True,
"Klara and the Sun : A Novel by Kazuo Ishiguro Trade Paperback, Large Print",1599,Pre-Owned,0,True,
Kazuo Ishiguro NEVER LET ME GO  1st American Edition 1st Printing,13495,,695,False,
"An Artist of the Floating World PAPERBACK– September 19, 1989 by Kazuo Ishiguro",1295,Brand New,599,True,
"The Buried Giant : A Novel by Kazuo Ishiguro (2015, Hardcover)",543,Pre-Owned,0,False,0
A Pale View of Hills Paperback Kazuo Ishiguro,539,Pre-Owned,0,True,
The Remains of the Day  Kazuo Ishiguro  Acceptable  Book  0 Paperback,467,Pre-Owned,0,False,0
"Never Let Me Go by Ishiguro, Kazuo Paperback Book The Fast Free Shipping",664,Pre-Owned,0,False,
"WHEN WE WERE ORPHANS, ishiguro-kazuo",919,Pre-Owned,0,False,
A Pale View of Hills,498,Pre-Owned,0,False,
